YEAR,MO,DD,HH,MM,SS,LAT,LON,ERR,DEPTH,MAG,C_MAG,T_MAG,CAT,INTENSITY,AREA,UF,LOCALITY_COMMENTS,,
1999,3,28,3,5,47,-9.87,-39.87,1,0,2.8,1,mR,I,,,BA,Jaguarari (IAG)Induzido por Mineracao,,
1999,4,1,17,18,44,-11.59,-56.78,10,2,3.7,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,4,2,3,7,31,-11.61,-56.78,10,2,3.1,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,4,5,7,53,2,-22.53,-40.37,20,0,2.9,1,mR,I,,,RJ,Margem Cont. (IAG),,
1999,4,11,20,26,49,-20.02,-47.31,5,0,2.9,1,mR,I,,,MG,"Jaguarinha (IAG,UnB,IPT)",,
1999,5,4,20,26,8,-11.6,-56.79,10,2,3,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,5,3,45,53,-6.55,-38.35,5,0,2.2,1,mR,I,,,PB,"Uirauna (UFRN,IAG)",,
1999,5,7,6,44,59,-11.61,-56.78,10,2,3.3,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,7,6,45,0,-11.61,-56.78,10,2,3.3,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,7,7,1,29,-11.61,-56.78,10,2,3.4,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,7,20,38,58,-11.62,-56.78,10,2,3.7,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,9,14,24,59,-11.61,-56.78,10,2,3,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,11,20,16,11,-11.61,-56.78,10,2,3.4,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,5,12,18,59,48,-5.66,-35.85,5,0,2,5,mEst,I,,,RN,Joao Camara (UFRN),,
1999,5,14,19,7,1,-22.35,-40.51,20,0,2.7,1,mR,I,,,RJ,Margem Cont. (IAG),,
1999,5,18,6,57,14,-24.52,-41.6,30,0,3.1,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB)",,
1999,5,31,2,34,10,-4.41,-38.15,2,0,2,5,mEst,I,,,CE,Cascavel (UFRN),,
1999,6,4,3,41,14,-23.77,-44.32,30,0,2.5,1,mR,I,,,SP,Margem Cont. (IAG),,
1999,6,25,19,52,7,-24.51,-40.78,50,0,3.6,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB)",,
1999,6,30,20,19,33,-5.62,-35.82,5,0,3,5,mEst,I,,,RN,Joao Camara (UFRN),,
1999,6,30,20,24,17,-5.62,-35.82,5,0,2.1,5,mEst,I,,,RN,Joao Camara (UFRN),,
1999,7,4,14,2,46,-5.62,-35.82,5,0,2.2,5,mEst,I,,,RN,Joao Camara (UFRN),,
1999,7,11,1,35,,-13.17,-39.58,10,0,2.9,4,mI,C,,0.113,BA,Ubaira (IAG) varios evts.,,
1999,7,17,2,23,21,-22.56,-40.56,30,0,2.1,1,mR,I,,,RJ,Margem Cont. (IAG),,
1999,7,31,20,6,0,-4.41,-38.29,2,0,2.3,5,mEst,I,,,CE,Cascavel (UFRN),,
1999,8,7,18,44,32,-11.61,-56.78,10,2,3.1,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,8,8,5,25,10,-22.32,-40.57,20,0,2.8,1,mR,I,,,RJ,Margem Cont (IAG),,
1999,8,13,8,33,32,-3.94,-39.53,3,0,2,5,mEst,I,,,CE,Apuiares (UFRN),,
1999,8,17,21,26,53,-23.68,-46.64,5,0,2.4,1,mR,I,4,,SP,Santo Amaro (IAG),,
1999,8,18,4,43,58,-13.3,-49.2,80,0,3.5,1,mR,I,,,GO,"Porangatu (UnB,IAG)",,
1999,9,15,14,58,18,-19.89,-44.15,5,0,2,5,mEst,I,2,,MG,Betim (UnB),,
1999,9,20,0,11,1,-16.35,-51,20,0,2.5,1,mR,I,3.5,,GO,Ipor· (UnB),,
1999,10,1,18,2,45,-11.62,-56.79,10,2,3.5,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,10,8,17,21,19,-24.18,-50.47,30,0,2,1,mR,I,,,PR,"Lagoa (IPT,IAG)",,
1999,10,16,13,45,26,-20.51,-43.7,40,0,2,1,mR,I,,,MG,Ponte Nova (IAG) 2 evts.,,
1999,10,24,19,13,42,-16.46,-44.09,50,0,3.5,1,mR,I,,,MG,"Mtes.Claros (IAG,UnB)",,
1999,10,25,9,24,6,-9.87,-39.87,1,0,2.2,1,mR,I,,,BA,Jaguarari (IAG)Induzido por Mineracao,,
1999,10,30,3,58,0,-22.02,-40.08,30,0,2,1,mR,I,,,RJ,Margem Cont. (IAG),,
1999,11,12,7,42,6,-11.68,-56.8,10,0,3.5,1,mR,I,,,MT,Pto.Gauchos (UnB),,
1999,11,17,9,20,0,-8.28,-33.02,5,0,2.4,5,mEst,I,,,PE,Caruaru (UFRN),,
1999,11,17,12,6,14,-8.28,-36.02,5,0,3,1,mR,I,4.5,,PE,"Caruaru (UFRN,UnB)",,
1999,11,20,13,28,40,-11.62,-56.8,10,2,3.2,1,mR,I,,,MT,Pto. Gauchos (UnB),,
1999,12,16,5,8,21,-11.65,-47.8,50,0,3.4,1,mR,I,,,TO,Natividade (UnB),,
1999,12,22,11,18,55,-4.41,-38.29,2,0,2.2,5,mEst,I,,,CE,Cascavel (UFRN),,
1999,12,22,11,19,50,-4.41,-38.29,2,0,2.8,5,mEst,I,,,CE,"Cascavel (UFRN,UnB)",,
1999,12,22,12,3,5,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,Cascavel (UFRN),,
1999,12,23,3,58,2,-4.41,-38.29,2,0,2.1,5,mEst,I,,,CE,Cascavel (UFRN),,
2000,1,22,23,36,40,-4.41,-38.29,2,0,3.3,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
2000,1,22,23,43,52,-4.41,-38.29,2,0,2.6,1,mR,I,,,CE,Cascavel (UFRN),,
2000,1,23,6,22,39,-4.41,-38.29,2,0,3.1,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
2000,1,23,8,4,51,-4.41,-38.29,2,0,3,1,mR,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
2000,2,18,0,,,-27.28,-52.33,10,0,2.6,4,mI,C,3,,SC,"It· (IAG, Diario Catarinense)",,
2000,2,25,14,35,27,-4.41,-38.29,2,0,2.7,1,mR,I,,,CE,"Cascavel (UnB,IAG,UFRN)",,
2000,3,28,23,41,55,-16.48,-55.73,100,0,3.4,1,mR,I,2,,MT,PoconÈ (UnB),,
2000,4,12,7,26,34,-12.27,-48.84,80,0,3.1,1,mR,I,4.5,,TO,"S.V.Nativid. (UnB,IAG)",,
2000,4,17,14,29,46,-22.25,-40.43,20,0,2.8,1,mR,I,,,RJ,Margem Cont. (IAG),,
2000,4,22,22,11,45,-11.45,-50.38,100,0,3.2,1,mR,I,,,MS,Luciara (UnB),,
2000,4,28,3,15,8,-26.83,-56.35,50,0,3.9,1,mR,I,,,EX,"Paraguay (UnB,IAG)",,
2000,5,2,14,5,,-16.03,-56.53,30,0,3.7,3,mA,C,5,2.8,MT,"Cangas (IAG,UnB)",,
2000,5,6,5,11,39,-19.06,-47.98,10,0,3.3,1,mR,I,5.5,,MG,"Miranda (UnB,IAG)",,
2000,5,18,17,53,,-5.5,-35.6,30,0,2.4,1,mR,I,,,RN,"Pureza, (UFRN)",,
2000,6,29,2,2,18,-4.41,-38.29,2,0,3.5,1,mR,I,,,CE,Cascavel (UnB),,
2000,7,4,4,54,47,-4.45,-38.33,5,0,4.1,1,mR,I,4.5,,CE,"Pitombeiras (UnB,UFRN)",,
2000,7,13,23,55,41,-9.87,-39.87,1,0,2.8,1,mR,I,,,BA,Jaguarari (IAG)Induzido p/ Mineracao,,
2000,7,27,,,,-16.37,-40.54,30,0,3.2,4,mI,C,4.5,,MG,Rubim (UnB),,
2000,9,13,7,39,51,-12.02,-49.85,30,0,3.4,1,mR,I,,,TO,"Gurupi (IAG,UnB)",,
2000,9,23,1,55,25,-4.3,-38.4,50,0,3.1,1,mR,I,,,CE,Pacajus (UnB),,
2000,9,28,16,4,9,-21.04,-49.06,10,0,3.4,1,mR,I,5,1.3,SP,"Catigua (IAG,UnB,IPT)",,
2000,10,6,13,4,12,-3.19,-40.43,5,0,3.2,1,mR,I,,,CE,"Senador Sa (UFRN,UnB)",,
2000,10,17,13,37,45,-3.19,-40.43,5,0,3,1,mR,I,,,CE,"Senador Sa (UFRN,UnB)",,
2000,11,1,4,27,45,-7.97,-74.35,50,145,5.8,0,mb,I,3,,AC,"Cruz.do Sul (ISC, IAG)",,
2000,11,1,4,28,1,-8.05,-74.89,50,186,5.2,0,mb,I,,,AC,Cruz.do Sul (ISC),,
2000,11,10,20,5,8,-4.3,-38.4,50,0,3,1,mR,I,,,CE,Pacajus (UnB),,
2000,11,20,9,36,33,-16.01,-47.79,10,0,4.2,1,mR,I,6,7.8,DF,"S.Sebastiao (UnB,IAG,IPT,UFRN)",,
2000,11,21,21,58,13,-11.5,-56.8,10,0,3.5,1,mR,I,,,MT,P.Gauchos (UnB),,
2000,12,1,0,28,42,-26.93,-56.53,50,0,2.5,1,mR,I,,,EX,Paraguay (UnB),,
2000,12,6,17,47,11,-24.12,-44.8,20,0,3.2,1,mR,I,,,SP,Margem Cont. (IAG),,
2000,12,10,1,23,51,-15.58,-48.08,100,0,2.7,1,mR,I,,,GO,"Aguas LGoias (UnB,IAG)",,
2000,12,18,1,31,40,-27.22,-57.55,50,0,2.8,1,mR,I,,,EX,Paraguay (UnB),,
2000,12,21,4,43,34,-26.15,-58.12,50,0,2.8,1,mR,I,,,EX,Paraguay (UnB),,
2000,12,24,5,16,10,-11.5,-56.8,10,0,3.5,1,mR,I,,,MT,"P.Gauchos (UnB,IAG)",,
2001,1,7,3,50,15,-17.7,-44.7,0,0,3.4,1,mR,I,,,MG,Pirapora (UnB),,
2001,1,23,9,21,31,-5.28,-39.42,50,0,3.3,1,mR,I,,,CE,"Quixeramobim (IAG,UFRN)",,
2001,2,26,20,42,0,-4.41,-38.29,2,0,3.7,1,mR,I,,,CE,"Cascavel (IAG,UnB) (IAG3.5,UnB3.8)",,
2001,4,6,10,26,5,-9.87,-39.87,1,0,3,1,mR,I,,,BA,Jaguarari (IAG)Induzido p/ Mina,,
2001,5,9,0,38,12,-9.89,-72.47,30,22,3.7,0,mb,I,,,EX,Peru (ISC),,
2001,5,24,23,55,0,-21.2,-39.91,10,0,3,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB) (IAG2.6-UnB3.4)",,
2001,5,27,9,50,0,-1.3,-60.5,0,0,3.7,1,mR,I,,,AM,Balbina (UnB),,
2001,7,3,9,0,38,-15.82,-51.45,30,0,2.6,1,mR,I,,,GO,Jussara (IAG),,
2001,8,5,17,19,5,-24.61,-45.26,50,0,2.5,1,mR,I,,,SP,Margem Cont. (IAG),,
2001,8,24,19,56,18,-21.93,-40.37,30,0,3.9,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB) (IAG3.3-UnB4.4)",,
2001,8,31,18,51,34,-20.01,-44.7,0,0,3.1,1,mR,I,,,MG,Igaratinga (UnB),,
2001,9,29,0,13,54,-22.56,-40.68,30,0,2.6,1,mR,I,,,RJ,Margem Cont. (IAG),,
2001,10,27,18,42,9,-15.18,-51.28,10,0,2.7,1,mR,I,2,,GO,Aruana (IAG) Aruan„-GO IIMM,,
2001,12,8,2,6,38,-9.87,-39.87,1,0,3.1,1,mR,I,2,,BA,Jaguarari (MC)Induzido p/ Mina,,
2002,3,17,16,11,19,-23.17,-46.1,10,0,2.6,1,mR,I,,,SP,"Igarata (IPT,IAG)",,
2002,4,20,5,21,55,1.37,-34.95,50,0,4.1,0,mb,I,,,EX,"Atlantico C. (ISC, Ms=3.2)",,
2002,4,30,6,18,31,-19.51,-44.05,20,0,2.6,1,mR,I,,,MG,PedLeopoldo (IAG),,
2002,5,1,16,21,10,-8.26,-35.96,5,0,2.7,1,mR,I,,,PE,"Caruaru (UFRN,IAG,UnB) (IAG2.2-UnB3.20",,
2002,5,6,6,12,2,-19.45,-44.03,30,0,2.9,1,mR,I,,,MG,"PedLeopoldo (IAG,IPT,UnB) (IAG2.7-UnB3.0)",,
2002,5,18,12,22,12,-9.92,-49,0,0,3.1,1,mR,I,,,TO,Prox. Pium (UnB),,
2002,5,19,5,57,18,-10.03,-49.63,0,0,3,1,mR,I,,,TO,Prox. Pium (UnB),,
2002,6,4,23,27,12,-25.03,-45.83,20,0,3.7,1,mR,I,,,SP,"Margem Cont. (IAG,UnB)",,
2002,6,30,21,39,31,-8.26,-35.96,5,0,3.8,1,mR,I,4.5,,PE,"Caruaru (UFRN,IAG,UnB)",,
2002,7,17,0,45,,-8.26,-35.96,5,0,2.5,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,7,27,12,10,,-8.26,-35.96,5,0,2.5,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,7,29,13,19,,-8.26,-35.96,5,0,2.9,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,8,7,14,58,,-8.26,-35.96,5,0,2.5,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,8,15,8,34,,-8.26,-35.96,5,0,2.5,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,8,16,11,19,,-8.26,-35.96,5,0,2.8,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,8,23,13,2,,-8.26,-35.96,5,0,2.9,1,mR,I,,,PE,"Caruaru (UFRN,IAG)",,
2002,8,26,2,29,19,-14.88,-47.01,20,0,3.3,1,mR,I,,,GO,"Santa Rosa (UnB,IAG)",,
2002,9,20,16,3,1,-12.56,-38.65,20,0,3,5,mEst,I,,,BA,Sto. Amaro (IAG),,
2002,9,27,10,13,32,-14.53,-51.85,30,0,2.7,1,mR,I,,,GO,N.Xavantina (IAG),,
2002,9,28,9,35,8,-12.56,-38.65,20,0,3.7,1,mR,I,,,BA,"Sto. Amaro (IAG,UnB)(IAG3.8-UnB3.5)",,
2002,10,1,17,56,54,-12.56,-38.65,20,0,2.8,5,mEst,I,,,BA,Sto. Amaro (IAG),,
2002,10,2,5,50,13,-10.26,-69.64,0,0,4,1,mR,I,,,AC,Guanabara (UnB),,
2002,10,3,14,7,42,-21.84,-46.65,30,0,2.6,1,mR,I,,,SP,"S.J.BoaVista (IAG,UNESP-RC)",,
2002,10,10,21,9,33,-12.8,-38.86,20,0,3.6,1,mR,I,,,BA,"Amargosa (IAG,UnB)",,
2002,10,12,20,9,10,-8.32,-71.67,30,516,6.4,1,mR,I,4,,AC,"Acre (ISC,IAG,UnB)",,
2002,10,17,13,18,8,-12.56,-38.65,20,0,2.9,5,mEst,I,,,BA,Sto. Amaro (IAG),,
2002,10,27,20,23,25,-8.03,-49.78,80,0,3.7,1,mR,I,,,PA,"NE Redencao (IAG,UnB)",,
2002,11,16,1,28,24,-20.27,-44.67,30,0,3.4,1,mR,I,,,MG,"Itaguara (IAG,UnB,UNESP,IPT)(IAG3.2-UnB3.5)",,
2002,12,1,17,20,17,-22.91,-44.39,20,0,2.7,1,mR,I,,,RJ,"AngradosReis (IAG,IPT)",,
2002,12,7,14,33,53,-25.74,-49.19,30,0,2.7,1,mR,I,,,PR,Matinhos (IAG),,
2002,12,28,10,55,10,-22.28,-45.92,20,0,2.6,1,mR,I,,,MG,"Pouso Alegre (IAG,IPT)",,
2003,1,9,3,19,32,-23.83,-42.98,20,0,3.5,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
2003,2,26,14,32,2,-5.66,-35.87,10,0,3.4,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
2003,3,16,21,29,41,-21.31,-46.19,20,0,3.2,1,mR,I,,,MG,Areado (IAG),,
2003,3,16,21,35,6,-21.32,-46.2,20,0,2.7,1,mR,I,,,MG,Areado (IAG),,
2003,4,12,14,57,6,-24.75,-43.12,20,0,2.5,1,mR,I,,,SP,Margem Cont. (IAG),,
2003,4,13,11,20,14,-22.27,-40.67,30,0,3.3,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB) (IAG2.8 - UnB3.7)",,
2003,4,16,15,36,18,-21.31,-39.86,10,0,3.2,1,mR,I,,,RJ,Margem Cont. (IAG),,
2003,4,27,22,57,45,-8.21,-71.64,20,560,5.6,0,mb,I,2,,AC,"Rio Branco (IAG,UnB) R.Branco IIMM",,
2003,5,4,22,27,57,-20.37,-44.81,20,0,2.9,1,mR,I,,,MG,"Itaguara (IAG,UnB) (IAG2.8 - UnB3.0)",,
2003,5,11,13,32,45,-16.73,-54.29,20,0,2.5,1,mR,I,,,MT,Rondonopolis (IAG),,
2003,5,11,13,45,38,-16.73,-54.29,20,0,3.7,1,mR,I,,,MT,"Rondonopolis (IAG,UnB) (IAG3.9 - UnB3.5)",,
2003,5,17,6,40,3,-26.09,-46.21,30,0,2.9,1,mR,I,,,PR,Margem Cont. (IAG),,
2003,5,20,7,50,31,-4.24,-39.98,30,0,2.5,1,mR,I,,,CE,Taperauaba (IAG),,
2003,5,23,11,28,11,-25.39,-46.42,30,0,3.1,1,mR,I,,,PR,Margem Cont. (IAG),,
2003,6,20,6,19,39,-7.54,-71.62,10,556,6.4,0,mb,I,,,AC,"Acre (GS,IAG,UnB) Bauru-SP-IMM",,
2003,6,23,6,9,6,-26.44,-41.73,30,0,4.1,1,mR,I,,,SC,"Margem Cont. (IAG,UnB,IPT) (IAG3.6,UnB4.5)",,
2003,6,30,13,20,36,-16.73,-54.29,20,0,2.6,1,mR,I,,,MT,RondonÛpolis (IAG),,
2003,7,8,3,25,32,-6.98,-71.82,30,517,5.1,0,mb,I,,,AC,Acre (ISC),,
2003,7,14,9,8,38,-12.64,-47.68,30,0,3.6,1,mR,I,,,TO,"Parana (IAG,UnB) (IAG3.8,UnB3.3)",,
2003,7,14,9,15,37,-12.64,-47.62,30,0,3,1,mR,I,,,TO,Parana (IAG),,
2003,7,15,15,36,1,-15.55,-47.68,40,0,2.5,1,mR,I,,,GO,Jacilandia (IAG),,
2003,7,19,10,32,,-5.63,-35.6,5,0,2.7,1,mR,I,,,RN,Taipu (UFRN),,
2003,7,19,22,12,,-5.63,-35.6,5,0,2.6,1,mR,I,,,RN,Taipu (UFRN),,
2003,7,22,0,32,,-5.63,-35.6,5,0,2.7,1,mR,I,,,RN,aipu (UFRN),,
2003,7,22,9,7,,-5.63,-35.6,5,0,2.6,1,mR,I,,,RN,aipu (UFRN),,
2003,7,26,0,51,21,-24.05,-42.36,20,0,3.4,1,mR,I,,,SP,Margem Cont. (IAG),,
2003,7,31,11,34,11,-13.54,-44.59,30,0,2.9,1,mR,I,,,BA,Correntina (IAG),,
2003,7,31,14,43,40,-13.49,-44.59,30,0,3,1,mR,I,,,BA,Correntina (IAG),,
2003,7,31,15,29,57,-13.58,-44.6,30,0,2.9,1,mR,I,,,BA,Correntina (IAG),,
2003,10,28,22,54,57,-17.38,-56.22,20,0,2.9,1,mR,I,,,MT,SSW-Pocone (IAG),,
2003,10,28,23,21,55,-17.38,-56.22,50,0,3.5,1,mR,I,,,MT,SSW-Pocone (IAG),,
2003,11,15,0,20,27,-8.34,-50.04,20,0,3.9,1,mR,I,,,PA,Con.Araguaia (IAG),,
2003,12,3,23,33,47,-9.61,-34.28,30,0,3.3,1,mR,I,,,AL,Margem Cont. (IAG),,
2003,12,24,20,12,55,-7.4,-72.7,100,28,3.4,0,mb,I,,,AC,Acre (ISC),,
2004,1,11,10,34,20,-8.33,-36.58,20,0,2.7,1,mR,I,,,PE,"Belo Jardim (IAG,UFRN)",,
2004,1,12,4,51,50,-6.57,-38.8,50,0,3.2,1,mR,I,,,CE,IcÛ (IAG),,
2004,2,6,5,55,20,-4.98,-39.74,50,0,2.8,1,mR,I,,,CE,Guia (IAG),,
2004,2,27,19,50,7,-24.84,-45.71,0,0,2.6,1,mR,I,,,SP,"Margem Cont. (IAG-ESAR,IPT)",,
2004,3,17,23,28,58,-18.4,-56.21,100,0,3,1,mR,I,,,MS,Paiaguas (IAG),,
2004,5,16,14,29,37,-25.22,-44.72,50,0,3.9,1,mR,I,,,SP,"Margem Cont. (IAG,IPT,UNESP-RC)",,
2004,5,21,11,57,,-8.33,-36.58,20,0,2.5,1,mR,I,,,PE,"Belo Jardim (IAG,UFRN)",,
2004,5,30,3,26,29,-23.17,-42.15,50,0,2.5,1,mR,I,,,RJ,"Margem Cont. (IAG,IPT)",,
2004,6,1,9,11,0,-8.33,-36.58,5,0,3.1,1,mR,I,,,PE,"Belo Jardim (UFRN,IAG)",,
2004,6,7,23,25,,-8.33,-36.58,5,0,2.5,1,mR,I,,,PE,"Belo Jardim (UFRN,IAG)",,
2004,6,9,12,30,,-8.33,-36.58,5,0,2.9,1,mR,I,,,PE,"Belo Jardim (UFRN,IAG)",,
2004,7,6,14,44,16,-3.2,-72.92,40,15,4,0,mb,I,,,AC,Peru/Brasil (ISC),,
2004,8,24,8,14,49,-4.37,-38.48,10,0,3,1,mR,I,,,CE,"Chorozinho (UFRN,UnB,IAG)",,
2004,9,6,20,13,28,-17.2,-56.2,100,0,2.8,1,mR,I,,,MT,SE-PoconÈ (IAG),,
2004,12,26,0,39,53,-16.22,-55.95,20,0,3.2,1,mR,I,3,,MT,BaraoMelgaÁo (IAG),,
2005,3,11,5,38,26,-21.06,-48.5,1,0,2.7,1,mR,I,4,,SP,"Bebedouro (IAG,UNESP-RC)",,
2005,3,23,21,12,0,-11.6,-56.75,0,1,5,0,mb,I,5.5,,MT,P.Gauchos (UnB),,
2005,3,30,11,41,44,-21.06,-48.5,1,1,2.9,1,mR,I,5,,SP,"Bebedouro (IAG,UNESP-RC)",,
2005,4,2,15,25,17,-21.06,-48.5,1,1,2.8,1,mR,I,5,,SP,"Bebedouro (IAG,UNESP-RC)",,
2005,4,3,13,44,59,-8.8,-33.19,50,0,3,1,mR,I,,,PE,"Margem Cont. (IAG,UFRN)",,
2005,4,8,23,34,22,-21.03,-47.29,30,0,3.1,1,mR,I,,,SP,"SBenedAreias (IAG,IPT)",,
2005,7,10,8,7,3,-16.81,-54.96,30,0,3,1,mR,I,,,MT,Anhumas (IAG),,
2005,7,20,16,43,6,-11.6,-56.78,30,0,4.3,1,mR,I,4,,MT,"P.Gauchos (UnB,IAG)",,
2005,9,24,20,38,1,-11.88,-57.4,30,0,3.9,1,mR,I,,,MT,P.Gauchos (IAG),,
2006,1,4,22,54,37,-24.41,-50.7,20,0,4.1,1,mR,I,4,,PR,"Telem.Borba (IAG,UNESP-RC,IPT,UnB)",,
2006,1,4,22,56,10,-24.43,-50.7,20,0,3.3,1,mR,I,,,PR,"Telem.Borba (IAG,UNESP-RC,IPT,UnB: rÈplica)",,
2006,1,8,1,54,55,-10.07,-36.93,10,0,3.4,1,mR,I,5,,AL,"Sao Bras (UnB,UFRN,IAG)2 replicas",,
2006,1,10,19,3,41,-21.64,-46.86,30,0,3,1,mR,I,2,,SP,"S.J.RioPardo (IAG,UnB,UNESP-RC,IPT)",,
2006,2,24,7,42,,-14.15,-47.48,30,0,2.6,1,mR,I,4.5,,GO,Alto Paraiso (UnB),,
2006,2,28,8,18,40,-13.04,-48.43,30,0,2.7,1,mR,I,5,,TO,Palmeiropoli (UnB),,
2006,3,22,14,3,0,-21.41,-50.08,10,0,2.5,1,mR,I,3.5,,SP,Penapolis (UNESP-RC),,
2006,4,4,4,0,57,-20.95,-45.71,30,0,2.5,1,mR,I,,,MG,"CarmoR.Claro (IAG,IPT)",,
2006,4,10,17,11,13,-21.05,-45.4,30,0,2.7,1,mR,I,,,MG,"Aguanil (IAG,IPT)",,
2006,4,22,2,29,19,-16.31,-53.3,50,0,2.8,5,mEst,I,,,MT,Guiratinga (IAG),,
2006,5,14,14,7,46,-16.72,-42.58,5,0,3,1,mR,I,,,MG,IrapÈ (UnB) induzido por reservatÛrio,,
2006,5,19,4,26,,-8.23,-36.15,5,0,4,1,mR,I,5.5,,PE,Sao Caetano (UFRN),,
2006,6,8,16,29,13,4.88,-51.96,15,3,5.2,0,mb,I,,,AP,"Caiena (ISC,UnB,IAG) Oiapoque IIMM",,
2006,6,14,7,30,,-4.41,-38.29,2,0,2.6,1,mR,I,,,CE,Cascavel (UFRN),,
2006,6,17,1,11,57,-22.23,-51.26,20,0,3.2,1,mR,I,4.5,,SP,"RegenteFeijÛ (IAG,UnB,UNESP-RC,IPT)",,
2006,6,28,8,0,,-4.41,-38.29,2,0,3.1,1,mR,I,,,CE,Cascavel (UFRN),,
2006,7,20,17,20,,-8.23,-36.15,5,0,3.3,1,mR,I,,,PE,S„o Caetano (UFRN),,
2006,9,1,13,55,,-8.23,-36.15,5,0,3.6,1,mR,I,,,PE,S„o Caetano (UFRN),,
2006,9,2,23,56,,-5,-35,30,0,4,1,mR,I,,,RN,Plataforma (UFRN) sentido em Natal,,
2006,11,16,8,8,6,-22.28,-39.78,30,0,2.9,1,mR,I,,,RJ,Margem Cont. (IAG),,
2006,11,26,2,11,57,-22.04,-40.25,30,0,3.6,1,mR,I,,,RJ,"Margem Cont. (IAG,UnB,IPT)",,
2007,3,22,13,39,54,-8.26,-35.96,5,0,3.9,1,mR,I,,,PE,"Caruaru (UFRN=3.9,IAG=3.8)",,
2007,3,26,0,44,17,-8.26,-35.96,5,0,3.4,1,mR,I,,,PE,Caruaru?? (IAG=3.4),,
2007,3,27,19,45,49,-26.66,-46.88,30,0,3.5,1,mR,I,,,SC,"Margem Cont. (IAG,UnB,IPT)",,
2007,4,15,2,0,,-3.23,-40.13,30,0,2.9,1,mR,I,,,CE,Morrinhos (UnB),,
2007,5,24,15,30,58,-15.03,-44.3,10,0,3.8,1,mR,I,4.5,,MG,"Januaria (IAG=3.5,UnB=3.5USGS=4.4h=10G)",,
2007,7,14,5,33,32,-19.56,-46.29,5,0,3.5,1,mR,I,3.5,,MG,"Ibia,Pratinha (Unb,IAG,UNESP-RC,IPT)",,
2007,7,18,,,,-7.63,-72.67,5,0,3,4,mI,C,4,,AC,CruzeiroSul (IAG),,
2007,7,21,13,27,,-7.98,-71.13,0,632,6.1,0,mb,I,,,AM,Amazonas (GS),,
2007,7,27,18,37,,-21.95,-48.68,0,0,2.5,5,mEst,I,3,,SP,"Bariri (UNESP-RC,IAG)",,
2007,9,13,10,40,2,-5.92,-38.05,2,0,3.2,1,mR,I,5,,RN,"Tab.Grande (UFRN,IAG:itr=3.3)",,
2007,10,31,21,15,55,3.5,-48.12,10,0,5.1,0,mb,I,,,AP,MContinental (GS),,
2007,12,9,2,3,29,-15.03,-44.3,2,0.7,4.9,0,mb,I,7,,MG,Januaria (GS),,
2008,2,8,19,5,14,-24.56,-44.89,20,0,3.9,1,mR,I,,,SP,"Plat.Cont. (IAG,UNESP-RC)",,
2008,2,17,1,57,,-3.62,-40.53,5,4,3.6,1,mR,I,"4	",,CE,"Sobral (UFRN,UnB)",,
2008,2,29,4,46,,-3.62,-40.53,5,4,3.5,1,mR,I,,,CE,Sobral (UFRN) muitos tremores...,,
2008,3,19,22,12,,-15.07,-44.09,5,1,4,1,mR,I,,,MG,Itacarambi (UnB),,
2008,4,4,17,8,,-3.62,-40.53,5,4,3.9,1,mR,I,,,CE,Sobral (UFRN),,
2008,4,20,6,39,54,-24.8,-40.89,10,0,3.6,1,mR,I,,,SP,"Plat.Contin (IAG,IPT)",,
2008,4,23,0,0,48,-25.7,-45.41,10,17,5.2,1,mR,I,4.5,,SP,"Plat.Contin (IAG,IPT,UnB,UNESP,BeVas)",,
2008,5,1,8,35,,-3.62,-40.53,5,4,3.1,1,mR,I,,,CE,Sobral (UFRN),,
2008,5,3,9,9,55,-22.48,-39.89,30,0,3.4,1,mR,I,,,RJ,"Plat.Contin (IAG,IPT)",,
